id,familyId,barcode,barcodeType,barcodeSource,barcodeStatus,confidence,name,brand,category,unit,packSize,price,stock,isBulk
179,FAM-0175,CTN-000054,CODE128,Internal,INTERNAL,Low,Peak Full Cream Sachets (Carton),Peak,Dairy,Carton,50,22500.00,20,true
180,FAM-0176,PRD-000116,CODE128,Internal,INTERNAL,Low,Cowbell Milk 12g Sachets (Roll),Cowbell,Dairy,Piece,1,1200.00,150,false
181,FAM-0176,CTN-000055,CODE128,Internal,INTERNAL,Low,Cowbell Milk 12g Sachets (Carton),Cowbell,Dairy,Carton,24,23000.00,25,true
182,FAM-0177,PRD-000117,CODE128,Internal,INTERNAL,Low,Cowbell Milk 350g Refill Pack,Cowbell,Dairy,Piece,1,2800.00,100,false
183,FAM-0178,PRD-000118,CODE128,Internal,INTERNAL,Low,Cowbell Milk 750g Refill Pack,Cowbell,Dairy,Piece,1,6450.00,70,false
184,FAM-0179,PRD-000119,CODE128,Internal,INTERNAL,Low,Miksi Milk Sachets 12g (Roll),Generic,Dairy,Piece,1,1200.00,140,false
185,FAM-0180,PRD-000120,CODE128,Internal,INTERNAL,Low,Miksi Milk 350g Refill Pack,Generic,Dairy,Piece,1,2900.00,90,false
186,FAM-0181,PRD-000121,CODE128,Internal,INTERNAL,Low,Miksi Milk 750g Refill Pack,Generic,Dairy,Piece,1,6500.00,65,false
187,FAM-0182,PRD-000122,CODE128,Internal,INTERNAL,Low,Loyal Milk 14g Sachets (Roll),Loya,Dairy,Piece,1,1650.00,130,false
188,FAM-0183,PRD-000123,CODE128,Internal,INTERNAL,Low,Loyal Milk 350g Refill Pack,Loya,Dairy,Piece,1,3850.00,85,false
189,FAM-0184,PRD-000124,CODE128,Internal,INTERNAL,Low,Loyal Milk 750g Refill Pack,Loya,Dairy,Piece,1,8400.00,55,false
190,FAM-0185,PRD-000125,CODE128,Internal,INTERNAL,Low,Peak Milk 14g Sachets (Roll),Peak,Dairy,Piece,1,1750.00,140,false
191,FAM-0185,CTN-000056,CODE128,Internal,INTERNAL,Low,Peak Milk 14g Sachets (Carton),Peak,Dairy,Carton,24,35500.00,20,true
192,FAM-0186,PRD-000126,CODE128,Internal,INTERNAL,Low,Peak Creamier 12g Sachets (Roll),Peak,Dairy,Piece,1,1250.00,150,false
193,FAM-0187,PRD-000127,CODE128,Internal,INTERNAL,Low,Peak 350g Refill Pack,Peak,Dairy,Piece,1,4100.00,90,false
194,FAM-0188,PRD-000128,CODE128,Internal,INTERNAL,Low,Peak 800g Refill Pack,Peak,Dairy,Piece,1,9100.00,60,false
195,FAM-0189,PRD-000129,CODE128,Internal,INTERNAL,Low,JV Choco Sachets (Roll),Generic,Beverages,Piece,1,1650.00,120,false
196,FAM-0190,PRD-000130,CODE128,Internal,INTERNAL,Low,JV Choco Refill Pack,Generic,Beverages,Piece,1,2900.00,80,false
197,FAM-0191,PRD-000131,CODE128,Internal,INTERNAL,Low,Three Crowns 12g Sachets (Roll),Three Crowns,Dairy,Piece,1,1250.00,140,false
198,FAM-0191,CTN-000057,CODE128,Internal,INTERNAL,Low,Three Crowns 12g Sachets (Carton),Three Crowns,Dairy,Carton,50,26000.00,22,true
199,FAM-0192,PRD-000132,CODE128,Internal,INTERNAL,Low,Three Crowns 350g Refill Pack,Three Crowns,Dairy,Piece,1,3000.00,95,false
200,FAM-0193,PRD-000133,CODE128,Internal,INTERNAL,Low,Three Crowns 750g Refill Pack,Three Crowns,Dairy,Piece,1,7600.00,65,false
201,FAM-0194,PRD-000134,CODE128,Internal,INTERNAL,Low,Dano Cool Cow 12g Sachets (Roll),Dano,Dairy,Piece,1,1250.00,140,false
202,FAM-0195,PRD-000135,CODE128,Internal,INTERNAL,Low,Dano Cool Cow 350g Refill Pack,Dano,Dairy,Piece,1,2950.00,100,false
203,FAM-0196,PRD-000136,CODE128,Internal,INTERNAL,Low,Dano Cool Cow 750g Refill Pack,Dano,Dairy,Piece,1,6500.00,70,false
204,FAM-0197,PRD-000137,CODE128,Internal,INTERNAL,Low,Dano Full Cream 350g Refill Pack,Dano,Dairy,Piece,1,4700.00,80,false
205,FAM-0198,PRD-000138,CODE128,Internal,INTERNAL,Low,Dano Full Cream 800g Refill Pack,Dano,Dairy,Piece,1,10400.00,50,false
206,FAM-0199,PRD-000139,CODE128,Internal,INTERNAL,Low,Tissue Rose Jumbo (Piece),Tissue,Paper Products,Piece,1,950.00,150,false
207,FAM-0200,CTN-000058,CODE128,Internal,INTERNAL,Low,Tissue Rose Jumbo (Carton/Bag),Tissue,Paper Products,Carton,24,9300.00,30,true
208,FAM-0201,PRD-000140,CODE128,Internal,INTERNAL,Low,Tissue Rose Standard Pack,Tissue,Paper Products,Piece,1,1200.00,140,false
209,FAM-0202,CTN-000059,CODE128,Internal,INTERNAL,Low,Tissue Rose Standard (Carton),Tissue,Paper Products,Carton,24,9300.00,30,true
210,FAM-0203,PRD-000141,CODE128,Internal,INTERNAL,Low,Softwaves Toilet Tissue Pack,Tissue,Paper Products,Piece,1,750.00,160,false
211,FAM-0204,CTN-000060,CODE128,Internal,INTERNAL,Low,Softwaves Toilet Tissue (Carton),Tissue,Paper Products,Carton,24,5900.00,35,true
212,FAM-0205,PRD-000142,CODE128,Internal,INTERNAL,Low,Softwaves Jumbo Tissue (Piece),Tissue,Paper Products,Piece,1,450.00,200,false
213,FAM-0206,CTN-000061,CODE128,Internal,INTERNAL,Low,Softwaves Jumbo Tissue (Carton),Tissue,Paper Products,Carton,24,5500.00,40,true
214,FAM-0207,PRD-000143,CODE128,Internal,INTERNAL,Low,Rose Kitchen Roll (Piece),Generic,Paper Products,Piece,1,950.00,120,false
215,FAM-0208,CTN-000062,CODE128,Internal,INTERNAL,Low,Rose Kitchen Roll (Carton),Generic,Paper Products,Carton,50,10500.00,25,true
216,FAM-0209,CTN-000063,CODE128,Internal,INTERNAL,Low,Belle Kitchen Roll (Carton),Generic,Paper Products,Carton,50,16000.00,20,true
217,FAM-0210,PRD-000144,CODE128,Internal,INTERNAL,Low,Rose Carle Tissue Pack,Tissue,Paper Products,Piece,1,4750.00,80,false
218,FAM-0211,CTN-000064,CODE128,Internal,INTERNAL,Low,Rose Carle Tissue (Bag),Tissue,Paper Products,Carton,24,37000.00,15,true
219,FAM-0212,PRD-000145,CODE128,Internal,INTERNAL,Low,Belle Tissue Roll (Piece),Tissue,Paper Products,Piece,1,800.00,180,false
220,FAM-0213,CTN-000065,CODE128,Internal,INTERNAL,Low,Belle Tissue Roll (Bag),Tissue,Paper Products,Carton,50,19200.00,25,true
221,FAM-0214,PRD-000146,CODE128,Internal,INTERNAL,Low,Belle Serviette Pack (Piece),Generic,Paper Products,Piece,1,350.00,220,false
222,FAM-0215,CTN-000066,CODE128,Internal,INTERNAL,Low,Belle Serviette Pack (Bag),Generic,Paper Products,Carton,24,12300.00,35,true
223,FAM-0216,PRD-000147,CODE128,Internal,INTERNAL,Low,Belle Car Tissue Box,Tissue,Paper Products,Piece,1,1600.00,90,false
224,FAM-0217,PRD-000148,CODE128,Internal,INTERNAL,Low,Softwaves Serviette Pack,Generic,Paper Products,Piece,1,300.00,250,false
225,FAM-0218,CTN-000067,CODE128,Internal,INTERNAL,Low,Softwaves Serviette (Bag),Generic,Paper Products,Carton,24,7600.00,40,true
226,FAM-0219,CTN-000068,CODE128,Internal,INTERNAL,Low,Finetex Serviette (Bag),Generic,Paper Products,Carton,24,10400.00,30,true
227,FAM-0220,PRD-000149,CODE128,Internal,INTERNAL,Low,Silky Serviette Pack (Piece),Generic,Paper Products,Piece,1,300.00,250,false
228,FAM-0221,CTN-000069,CODE128,Internal,INTERNAL,Low,Silky Serviette (Bag),Generic,Paper Products,Carton,24,8000.00,40,true
229,FAM-0222,PRD-000150,CODE128,Internal,INTERNAL,Low,Familiar Tissue Pack,Tissue,Paper Products,Piece,1,1750.00,100,false
230,FAM-0223,PRD-000151,CODE128,Internal,INTERNAL,Low,Cotton Bud Pack,Generic,Personal Care,Piece,1,150.00,300,false
231,FAM-0224,CTN-000070,CODE128,Internal,INTERNAL,Low,Cotton Bud (Roll/Card),Generic,Personal Care,Carton,50,2300.00,45,true
232,FAM-0225,PRD-000152,CODE128,Internal,INTERNAL,Low,Iron Sponge Big/Small (Roll),Generic,Cleaning,Piece,1,2200.00,110,false
233,FAM-0226,PRD-000153,CODE128,Internal,INTERNAL,Low,Toothpicks Pack,Generic,Household,Piece,1,1000.00,150,false
234,FAM-0227,PRD-000154,CODE128,Internal,INTERNAL,Low,Handkerchief White Pack,Generic,Personal Care,Piece,1,2300.00,100,false
235,FAM-0228,PRD-000155,CODE128,Internal,INTERNAL,Low,Handkerchief Colour Pack,Generic,Personal Care,Piece,1,1650.00,120,false
236,FAM-0229,PRD-000156,CODE128,Internal,INTERNAL,Low,Tiger Razor Blade Pack,Generic,Personal Care,Piece,1,650.00,180,false
237,FAM-0230,CTN-000071,CODE128,Internal,INTERNAL,Low,Tiger Razor Blade (10 Packets/Card),Generic,Personal Care,Carton,10,6000.00,30,true
238,FAM-0231,PRD-000157,CODE128,Internal,INTERNAL,Low,Tiger Battery Small & Big (Pack),Generic,Household,Piece,1,1600.00,140,false
239,FAM-0232,PRD-000158,CODE128,Internal,INTERNAL,Low,Peak Choco Refill Pack,Peak,Beverages,Piece,1,3000.00,90,false
240,FAM-0233,CTN-000072,CODE128,Internal,INTERNAL,Low,Peak Choco Refill (Carton),Peak,Beverages,Carton,24,36000.00,18,true
241,FAM-0234,PRD-000159,CODE128,Internal,INTERNAL,Low,Peak Choco Sachets (Roll),Peak,Beverages,Piece,1,1750.00,130,false
242,FAM-0234,CTN-000073,CODE128,Internal,INTERNAL,Low,Peak Choco Sachets (Carton),Peak,Beverages,Carton,50,36000.00,20,true
243,FAM-0235,PRD-000160,CODE128,Internal,INTERNAL,Low,Nestle Cerelac Sachets (Roll),Generic,Baby,Piece,1,4000.00,110,false
244,FAM-0235,CTN-000074,CODE128,Internal,INTERNAL,Low,Nestle Cerelac Sachets (Carton),Generic,Baby,Carton,50,56000.00,15,true
245,FAM-0236,PRD-000161,CODE128,Internal,INTERNAL,Low,Peak 123 Baby Milk Refill,Peak,Baby,Piece,1,4800.00,80,false
246,FAM-0237,CTN-000075,CODE128,Internal,INTERNAL,Low,Peak 123 Baby Milk Refill (Carton),Peak,Baby,Carton,24,56000.00,15,true
247,FAM-0238,PRD-000162,CODE128,Internal,INTERNAL,Low,Peak 123 Baby Milk 400g Tin,Peak,Baby,Piece,1,5800.00,70,false
248,FAM-0239,PRD-000163,CODE128,Internal,INTERNAL,Low,Infant 0-12 Months Formula Tin,Generic,Baby,Piece,1,8300.00,50,false
249,FAM-0240,PRD-000164,CODE128,Internal,INTERNAL,Low,Cerelac 400g Tin (Piece),Generic,Baby,Piece,1,5800.00,75,false
250,FAM-0241,CTN-000076,CODE128,Internal,INTERNAL,Low,Cerelac 400g Tin (Carton),Generic,Baby,Carton,24,69000.00,14,true
251,FAM-0242,PRD-000165,CODE128,Internal,INTERNAL,Low,Cerelac Wheat & Maize Sachets (Roll),Generic,Baby,Piece,1,4100.00,100,false
252,FAM-0243,PRD-000166,CODE128,Internal,INTERNAL,Low,Cerelac Junior Sachets (Roll),Generic,Baby,Piece,1,4100.00,100,false
253,FAM-0244,PRD-000167,CODE128,Internal,INTERNAL,Low,My Boy Baby Milk Tin (Piece),My Boy,Baby,Piece,1,7200.00,60,false
254,FAM-0245,CTN-000077,CODE128,Internal,INTERNAL,Low,My Boy Baby Milk Tin (Carton),My Boy,Baby,Carton,24,86000.00,12,true
255,FAM-0246,PRD-000168,CODE128,Internal,INTERNAL,Low,Lactogen 1 Baby Formula Tin,Generic,Baby,Piece,1,10300.00,45,false
256,FAM-0247,PRD-000169,CODE128,Internal,INTERNAL,Low,Lactogen 2 Baby Formula Tin,Generic,Baby,Piece,1,10300.00,45,false
257,FAM-0248,PRD-000170,CODE128,Internal,INTERNAL,Low,Lactogen 3 Baby Formula Tin,Generic,Baby,Piece,1,10300.00,45,false
258,FAM-0249,PRD-000171,CODE128,Internal,INTERNAL,Low,NAN Optipro 1 Formula Tin,NAN,Baby,Piece,1,10300.00,45,false
259,FAM-0250,PRD-000172,CODE128,Internal,INTERNAL,Low,NAN Optipro 2 Formula Tin,NAN,Baby,Piece,1,10300.00,45,false
260,FAM-0251,PRD-000173,CODE128,Internal,INTERNAL,Low,NAN Optipro 3 Formula Tin,NAN,Baby,Piece,1,10300.00,45,false
261,FAM-0252,6154000054151,EAN13,Manufacturer,VERIFIED,High,Peak filled milk small tin,Peak,Dairy,Piece,1,1900.00,120,false
262,FAM-0253,8716200607544,EAN13,Manufacturer,VERIFIED,High,Three crown tin,Eva,Dairy,Piece,1,1900.00,120,false
263,FAM-0254,PRD-000176,CODE128,Internal,INTERNAL,Low,Cowbell Evaporated Milk (3 Tins),Eva,Dairy,Piece,1,1750.00,130,false
264,FAM-0255,PRD-000177,CODE128,Internal,INTERNAL,Low,Nescafe 3in1 Classic Sachets (Roll),Generic,Beverages,Piece,1,1800.00,140,false
265,FAM-0256,PRD-000178,CODE128,Internal,INTERNAL,Low,Top Tea Sachets (Roll),Generic,Beverages,Piece,1,1950.00,130,false
266,FAM-0257,PRD-000179,CODE128,Internal,INTERNAL,Low,Gino Tomato Paste Sachets (Roll),Gino,Pantry,Piece,1,800.00,180,false
267,FAM-0257,CTN-000078,CODE128,Internal,INTERNAL,Low,Gino Tomato Paste Sachets (Carton),Gino,Pantry,Carton,50,17800.00,30,true
268,FAM-0258,PRD-000180,CODE128,Internal,INTERNAL,Low,Gino Pepper & Onion Sachets (Roll),Gino,Pantry,Piece,1,800.00,180,false
269,FAM-0259,CTN-000079,CODE128,Internal,INTERNAL,Low,Gino Pepper & Onion (Carton),Gino,Pantry,Carton,24,17700.00,30,true
270,FAM-0260,PRD-000181,CODE128,Internal,INTERNAL,Low,Gino Jollof Paste Sachets (Roll),Gino,Pantry,Piece,1,900.00,160,false
271,FAM-0260,CTN-000080,CODE128,Internal,INTERNAL,Low,Gino Jollof Paste Sachets (Carton),Gino,Pantry,Carton,50,17800.00,30,true
272,FAM-0261,PRD-000182,CODE128,Internal,INTERNAL,Low,Gino Pepper Chicken Sachets (Roll),Gino,Pantry,Piece,1,800.00,170,false
273,FAM-0262,CTN-000081,CODE128,Internal,INTERNAL,Low,Gino Pepper Chicken (Carton),Gino,Pantry,Carton,24,17800.00,30,true
274,FAM-0263,PRD-000183,CODE128,Internal,INTERNAL,Low,Jumbo Tomato Paste Sachets (Roll),Jumbo,Pantry,Piece,1,800.00,170,false
275,FAM-0264,CTN-000082,CODE128,Internal,INTERNAL,Low,Jumbo Tomato Paste (Carton),Jumbo,Pantry,Carton,24,17800.00,30,true
276,FAM-0265,PRD-000184,CODE128,Internal,INTERNAL,Low,Figo Tomatoes Sachets (Roll),Generic,Pantry,Piece,1,700.00,190,false
277,FAM-0265,CTN-000083,CODE128,Internal,INTERNAL,Low,Figo Tomatoes Sachets (Carton),Generic,Pantry,Carton,50,17800.00,30,true
279,FAM-0266,10786411642127,ITF14,Manufacturer,VERIFIED,High,Sonia Tomatoes Sachets (Carton),Sonia,Pantry,Carton,50,17800.00,30,true
280,FAM-0267,PRD-000186,CODE128,Internal,INTERNAL,Low,Sonia Pepper & Onion Sachets (Roll),Sonia,Pantry,Piece,1,850.00,170,false
281,FAM-0268,745114646231,UPC_A,Manufacturer,VERIFIED,High,Sonia 200g Tin (Piece),Sonia,Pantry,Piece,1,2000.00,110,false
282,FAM-0269,10745114646238,ITF14,Manufacturer,VERIFIED,High,Sonia 200g Tin (Carton),Sonia,Pantry,Carton,24,31500.00,20,true
284,FAM-0271,6156000116990,EAN13,Manufacturer,VERIFIED,High,Tomato’s 800g 1piece,Sonia,Pantry,Piece,1,2400.00,90,false
285,FAM-0272,PRD-000190,CODE128,Internal,INTERNAL,Low,Sonia Tomato Paste 2.2kg Tin,Sonia,Pantry,Piece,1,5300.00,50,false
286,FAM-0273,745114646217,UPC_A,Manufacturer,VERIFIED,High,Sonia 210g 1 piece,Gino,Pantry,Piece,1,600.00,160,false
287,FAM-0274,PRD-000192,CODE128,Internal,INTERNAL,Low,Gino Tomato Paste 400g Refill,Gino,Pantry,Piece,1,1100.00,130,false
288,FAM-0275,PRD-000193,CODE128,Internal,INTERNAL,Low,Gino Tomato Paste 1.1kg Refill,Gino,Pantry,Piece,1,2800.00,80,false
289,FAM-0276,PRD-000194,CODE128,Internal,INTERNAL,Low,Gino Curry Sachets Small (Roll),Gino,Spices,Piece,1,550.00,200,false
290,FAM-0276,CTN-000086,CODE128,Internal,INTERNAL,Low,Gino Curry Sachets Small (Carton),Gino,Spices,Carton,50,10800.00,35,true
291,FAM-0277,PRD-000195,CODE128,Internal,INTERNAL,Low,Gino Thyme Sachets Small (Roll),Gino,Spices,Piece,1,550.00,200,false
292,FAM-0277,CTN-000087,CODE128,Internal,INTERNAL,Low,Gino Thyme Sachets Small (Carton),Gino,Spices,Carton,50,10800.00,35,true
293,FAM-0278,PRD-000196,CODE128,Internal,INTERNAL,Low,Tiger Curry Sachets (Roll),Generic,Spices,Piece,1,550.00,200,false
294,FAM-0279,PRD-000197,CODE128,Internal,INTERNAL,Low,Tiger Thyme Sachets (Roll),Generic,Spices,Piece,1,550.00,200,false
295,FAM-0280,PRD-000198,CODE128,Internal,INTERNAL,Low,Lazer Fried Rice & Biryani Seasoning,Generic,Spices,Piece,1,600.00,180,false
296,FAM-0281,PRD-000199,CODE128,Internal,INTERNAL,Low,Heinz Salad Cream 400ml Bottle,Generic,Pantry,Piece,1,2500.00,80,false
297,FAM-0282,PRD-000200,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Sachets (Roll),Generic,Pantry,Piece,1,800.00,160,false
298,FAM-0282,CTN-000088,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Sachets (Carton),Generic,Pantry,Carton,50,5800.00,35,true
299,FAM-0283,PRD-000201,CODE128,Internal,INTERNAL,Low,Yum Babyl Cereal (Roll),Generic,Breakfast,Piece,1,2000.00,110,false
300,FAM-0283,CTN-000089,CODE128,Internal,INTERNAL,Low,Yum Babyl Cereal (Carton),Generic,Breakfast,Carton,24,19000.00,25,true
301,FAM-0284,PRD-000202,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Sachets (Roll),Bama,Pantry,Piece,1,800.00,170,false
302,FAM-0284,CTN-000090,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Sachets (Carton),Bama,Pantry,Carton,50,7600.00,30,true
303,FAM-0285,6154000230456,EAN13,Manufacturer,VERIFIED,High,Golden penny mayonnaise 250g piece,Bama,Pantry,Piece,1,1500.00,120,false
304,FAM-0286,CTN-000091,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Small Jar (Carton),Bama,Pantry,Carton,24,18000.00,25,true
305,FAM-0287,PRD-000204,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Medium Jar,Bama,Pantry,Piece,1,2500.00,90,false
306,FAM-0288,CTN-000092,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Medium Jar (Carton),Bama,Pantry,Carton,24,29000.00,20,true
307,FAM-0289,PRD-000205,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Big Jar,Bama,Pantry,Piece,1,4300.00,70,false
308,FAM-0290,CTN-000093,CODE128,Internal,INTERNAL,Low,Bama Mayonnaise Big Jar (Carton),Bama,Pantry,Carton,24,51000.00,15,true
309,FAM-0291,PRD-000206,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Medium Jar,Generic,Pantry,Piece,1,1800.00,100,false
310,FAM-0292,CTN-000094,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Medium Jar (Carton),Generic,Pantry,Carton,24,33000.00,20,true
311,FAM-0293,PRD-000207,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Big Jar,Generic,Pantry,Piece,1,2850.00,80,false
312,FAM-0294,CTN-000095,CODE128,Internal,INTERNAL,Low,Japo Mayonnaise Big Jar (Carton),Generic,Pantry,Carton,24,33000.00,15,true
313,FAM-0295,PRD-000208,CODE128,Internal,INTERNAL,Low,Blue Band Margarine Sachets (Roll),Blue Band,Pantry,Piece,1,750.00,180,false
314,FAM-0296,PRD-000209,CODE128,Internal,INTERNAL,Low,Blue Band Margarine 250g Tub,Blue Band,Pantry,Piece,1,1500.00,130,false
315,FAM-0297,PRD-000210,CODE128,Internal,INTERNAL,Low,Blue Band Margarine 450g Tub,Blue Band,Pantry,Piece,1,2800.00,90,false
316,FAM-0298,PRD-000211,CODE128,Internal,INTERNAL,Low,Blue Band Margarine 900g Tub,Blue Band,Pantry,Piece,1,5500.00,60,false
317,FAM-0299,PRD-000212,CODE128,Internal,INTERNAL,Low,King's Butter 250g Tub,Generic,Pantry,Piece,1,850.00,150,false
318,FAM-0300,PRD-000213,CODE128,Internal,INTERNAL,Low,King's Butter 450g Tub,Generic,Pantry,Piece,1,1500.00,120,false
319,FAM-0301,PRD-000214,CODE128,Internal,INTERNAL,Low,King's Butter 900g Tub,Generic,Pantry,Piece,1,2900.00,80,false
320,FAM-0302,PRD-000215,CODE128,Internal,INTERNAL,Low,Golden Penny Butter 250g Tub,Golden Penny,Pantry,Piece,1,900.00,140,false
321,FAM-0303,CTN-000096,CODE128,Internal,INTERNAL,Low,Golden Penny Butter 250g (Carton),Golden Penny,Pantry,Carton,24,21000.00,25,true
322,FAM-0304,PRD-000216,CODE128,Internal,INTERNAL,Low,Golden Penny Butter 450g Tub,Golden Penny,Pantry,Piece,1,1600.00,110,false
323,FAM-0305,CTN-000097,CODE128,Internal,INTERNAL,Low,Golden Penny Butter 450g (Carton),Golden Penny,Pantry,Carton,24,16500.00,25,true
324,FAM-0306,PRD-000217,CODE128,Internal,INTERNAL,Low,G.P Mayonnaise Sachets (Roll),Generic,Pantry,Piece,1,700.00,170,false
325,FAM-0306,CTN-000098,CODE128,Internal,INTERNAL,Low,G.P Mayonnaise Sachets (Carton),Generic,Pantry,Carton,50,16500.00,30,true
327,FAM-0308,PRD-000219,CODE128,Internal,INTERNAL,Low,Alfa Ketchup Big Bottle,Generic,Pantry,Piece,1,1600.00,110,false
328,FAM-0309,PRD-000220,CODE128,Internal,INTERNAL,Low,Alfa Ketchup Small Bottle,Generic,Pantry,Piece,1,900.00,140,false
329,FAM-0310,PRD-000221,CODE128,Internal,INTERNAL,Low,G.P Mayonnaise Big Bottle,Generic,Pantry,Piece,1,2200.00,90,false
330,FAM-0311,PRD-000222,CODE128,Internal,INTERNAL,Low,Always Sanitary Pad (Pack),Generic,Personal Care,Piece,1,1800.00,140,false
331,FAM-0312,PRD-000223,CODE128,Internal,INTERNAL,Low,Ladycare Sanitary Pad Box,Generic,Personal Care,Piece,1,1800.00,140,false
332,FAM-0313,PRD-000224,CODE128,Internal,INTERNAL,Low,Ladycare Pad Sachets (Pack),Generic,Personal Care,Piece,1,1800.00,140,false
333,FAM-0314,PRD-000225,CODE128,Internal,INTERNAL,Low,Drylove Pad Sachets / Bag,Generic,Personal Care,Piece,1,1800.00,140,false
334,FAM-0315,PRD-000226,CODE128,Internal,INTERNAL,Low,Bisense Pad Zip Pack,Generic,Personal Care,Piece,1,1800.00,140,false
335,FAM-0316,PRD-000227,CODE128,Internal,INTERNAL,Low,Softcare Zip Sanitary Pad,Softcare,Personal Care,Piece,1,1800.00,140,false
336,FAM-0317,PRD-000228,CODE128,Internal,INTERNAL,Low,Softcare Pad Sachets (3pcs),Softcare,Personal Care,Piece,1,2100.00,120,false
337,FAM-0318,PRD-000229,CODE128,Internal,INTERNAL,Low,Bisense Pad Sachets (3pcs),Generic,Personal Care,Piece,1,1900.00,130,false
338,FAM-0319,PRD-000230,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad Single 7s,Molped,Personal Care,Piece,1,850.00,200,false
339,FAM-0320,PRD-000231,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad Single 8s,Molped,Personal Care,Piece,1,850.00,200,false
340,FAM-0321,PRD-000232,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad Single 10s,Molped,Personal Care,Piece,1,850.00,200,false
341,FAM-0322,PRD-000233,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad 14s Value,Molped,Personal Care,Piece,1,1650.00,140,false
342,FAM-0323,PRD-000234,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad 28s Super Value,Molped,Personal Care,Piece,1,2900.00,90,false
343,FAM-0324,PRD-000235,CODE128,Internal,INTERNAL,Low,Molped Sanitary Pad 32s Maxi,Molped,Personal Care,Piece,1,2900.00,90,false
344,FAM-0325,PRD-000236,CODE128,Internal,INTERNAL,Low,Angel Baby Wipes Pant Liner,Generic,Baby,Piece,1,1600.00,120,false
345,FAM-0326,PRD-000237,CODE128,Internal,INTERNAL,Low,Angel Baby Wipes Regular,Generic,Baby,Piece,1,1400.00,130,false
346,FAM-0327,PRD-000238,CODE128,Internal,INTERNAL,Low,Dr. Brown's Baby Wipes Pack,Dr. Brown's,Baby,Piece,1,1200.00,150,false
347,FAM-0328,PRD-000239,CODE128,Internal,INTERNAL,Low,Cussons Baby Wipes Small,Generic,Baby,Piece,1,1350.00,140,false
348,FAM-0329,PRD-000240,CODE128,Internal,INTERNAL,Low,Molfix Baby Wipes Pack,Molfix,Baby,Piece,1,1500.00,130,false
349,FAM-0330,PRD-000241,CODE128,Internal,INTERNAL,Low,Paracetamol Emzor 500mg Pack,Generic,Personal Care,Piece,1,1650.00,140,false
350,FAM-0331,PRD-000242,CODE128,Internal,INTERNAL,Low,Paracetamol M&B 500mg Pack,Generic,Personal Care,Piece,1,1850.00,130,false
351,FAM-0332,PRD-000243,CODE128,Internal,INTERNAL,Low,Karizole Antifungal Cream (Piece),Generic,Personal Care,Piece,1,1500.00,120,false
352,FAM-0333,PRD-000244,CODE128,Internal,INTERNAL,Low,Alabukun Powder Box / Roll,Generic,Personal Care,Piece,1,3000.00,90,false
353,FAM-0334,PRD-000245,CODE128,Internal,INTERNAL,Low,Asanta Pain Relief Powder (Piece),Generic,Personal Care,Piece,1,600.00,180,false
354,FAM-0335,PRD-000246,CODE128,Internal,INTERNAL,Low,Remote Battery Small (Card),Generic,Household,Piece,1,2200.00,130,false
355,FAM-0336,PRD-000247,CODE128,Internal,INTERNAL,Low,Remote Battery Big (Card),Generic,Household,Piece,1,2400.00,120,false
356,FAM-0337,PRD-000248,CODE128,Internal,INTERNAL,Low,A03 Gas Lighter Pack,Generic,Household,Piece,1,4800.00,80,false
357,FAM-0338,PRD-000249,CODE128,Internal,INTERNAL,Low,A08 Gas Lighter Pack,Generic,Household,Piece,1,6800.00,65,false
358,FAM-0339,PRD-000250,CODE128,Internal,INTERNAL,Low,Rambo Mosquito Coil (Piece),Generic,Household,Piece,1,400.00,250,false
359,FAM-0340,CTN-000099,CODE128,Internal,INTERNAL,Low,Rambo Mosquito Coil (Carton),Generic,Household,Carton,24,23000.00,30,true
360,FAM-0341,PRD-000251,CODE128,Internal,INTERNAL,Low,Sunshine Air Freshener Spray Pack,Generic,Household,Piece,1,4200.00,80,false
361,FAM-0342,PRD-000252,CODE128,Internal,INTERNAL,Low,Swiss Air Freshener Spray Big,Generic,Household,Piece,1,3500.00,90,false
362,FAM-0343,PRD-000253,CODE128,Internal,INTERNAL,Low,BNC Fleet Big Insecticide,Generic,Insecticides,Piece,1,2200.00,120,false
363,FAM-0344,PRD-000254,CODE128,Internal,INTERNAL,Low,BNC Fleet Small Insecticide,Generic,Insecticides,Piece,1,1900.00,140,false
364,FAM-0345,PRD-000255,CODE128,Internal,INTERNAL,Low,Raid Fleet Small Insecticide,Generic,Insecticides,Piece,1,2400.00,120,false
